game_pk,season,official_date,game_date,game_type,away_team_id,away_team,away_score,home_team_id,home_team,home_score,home_win,total_runs,run_diff_home
718522,2023,2023-04-18,2023-04-18,R,140,Texas Rangers,12,118,Kansas City Royals,2,0,14,-10
718523,2023,2023-04-18,2023-04-18,R,112,Chicago Cubs,4,133,Athletics,0,0,4,-4
718524,2023,2023-04-18,2023-04-18,R,142,Minnesota Twins,4,111,Boston Red Sox,5,1,9,1
718525,2023,2023-04-18,2023-04-18,R,143,Philadelphia Phillies,7,145,Chicago White Sox,4,0,11,-3
718526,2023,2023-04-18,2023-04-18,R,139,Tampa Bay Rays,10,113,Cincinnati Reds,0,0,10,-10
718527,2023,2023-04-18,2023-04-18,R,109,Arizona Diamondbacks,8,138,St. Louis Cardinals,7,0,15,-1
718528,2023,2023-04-18,2023-04-18,R,137,San Francisco Giants,2,146,Miami Marlins,4,1,6,2
718529,2023,2023-04-18,2023-04-18,R,108,Los Angeles Angels,5,147,New York Yankees,2,0,7,-3
718530,2023,2023-04-18,2023-04-18,R,114,Cleveland Guardians,3,116,Detroit Tigers,4,1,7,1
718531,2023,2023-04-18,2023-04-18,R,110,Baltimore Orioles,1,120,Washington Nationals,0,0,1,-1
718541,2023,2023-04-18,2023-04-18,R,114,Cleveland Guardians,0,116,Detroit Tigers,1,1,1,1
718543,2023,2023-04-18,2023-04-18,R,143,Philadelphia Phillies,0,145,Chicago White Sox,3,1,3,3
718501,2023,2023-04-19,2023-04-19,R,141,Toronto Blue Jays,1,117,Houston Astros,8,1,9,7
718502,2023,2023-04-19,2023-04-19,R,158,Milwaukee Brewers,5,136,Seattle Mariners,3,0,8,-2
718504,2023,2023-04-19,2023-04-19,R,108,Los Angeles Angels,2,147,New York Yankees,3,1,5,1
718505,2023,2023-04-19,2023-04-19,R,142,Minnesota Twins,10,111,Boston Red Sox,4,0,14,-6
718506,2023,2023-04-19,2023-04-19,R,112,Chicago Cubs,12,133,Athletics,2,0,14,-10
718507,2023,2023-04-19,2023-04-19,R,144,Atlanta Braves,0,135,San Diego Padres,1,1,1,1
718508,2023,2023-04-19,2023-04-19,R,121,New York Mets,5,119,Los Angeles Dodgers,3,0,8,-2
718509,2023,2023-04-19,2023-04-19,R,134,Pittsburgh Pirates,14,115,Colorado Rockies,3,0,17,-11
718510,2023,2023-04-19,2023-04-19,R,143,Philadelphia Phillies,5,145,Chicago White Sox,2,0,7,-3
718511,2023,2023-04-19,2023-04-19,R,137,San Francisco Giants,5,146,Miami Marlins,2,0,7,-3
718512,2023,2023-04-19,2023-04-19,R,109,Arizona Diamondbacks,5,138,St. Louis Cardinals,14,1,19,9
718513,2023,2023-04-19,2023-04-19,R,114,Cleveland Guardians,3,116,Detroit Tigers,2,0,5,-1
718514,2023,2023-04-19,2023-04-19,R,140,Texas Rangers,12,118,Kansas City Royals,3,0,15,-9
718515,2023,2023-04-19,2023-04-19,R,139,Tampa Bay Rays,8,113,Cincinnati Reds,0,0,8,-8
718518,2023,2023-04-19,2023-04-19,R,110,Baltimore Orioles,4,120,Washington Nationals,0,0,4,-4
718494,2023,2023-04-20,2023-04-20,R,135,San Diego Padres,7,109,Arizona Diamondbacks,5,0,12,-2
718496,2023,2023-04-20,2023-04-20,R,108,Los Angeles Angels,3,147,New York Yankees,9,1,12,6
718497,2023,2023-04-20,2023-04-20,R,142,Minnesota Twins,5,111,Boston Red Sox,11,1,16,6
718498,2023,2023-04-20,2023-04-20,R,115,Colorado Rockies,5,143,Philadelphia Phillies,0,0,5,-5
718499,2023,2023-04-20,2023-04-20,R,119,Los Angeles Dodgers,6,112,Chicago Cubs,2,0,8,-4
718500,2023,2023-04-20,2023-04-20,R,113,Cincinnati Reds,3,134,Pittsburgh Pirates,4,1,7,1
718503,2023,2023-04-20,2023-04-20,R,121,New York Mets,9,137,San Francisco Giants,4,0,13,-5
718480,2023,2023-04-21,2023-04-21,R,121,New York Mets,7,137,San Francisco Giants,0,0,7,-7
718481,2023,2023-04-21,2023-04-21,R,138,St. Louis Cardinals,2,136,Seattle Mariners,5,1,7,3
718482,2023,2023-04-21,2023-04-21,R,120,Washington Nationals,3,142,Minnesota Twins,2,0,5,-1
718483,2023,2023-04-21,2023-04-21,R,111,Boston Red Sox,5,158,Milwaukee Brewers,3,0,8,-2
718484,2023,2023-04-21,2023-04-21,R,135,San Diego Padres,0,109,Arizona Diamondbacks,9,1,9,9
718485,2023,2023-04-21,2023-04-21,R,118,Kansas City Royals,0,108,Los Angeles Angels,2,1,2,2
718486,2023,2023-04-21,2023-04-21,R,145,Chicago White Sox,7,139,Tampa Bay Rays,8,1,15,1
718487,2023,2023-04-21,2023-04-21,R,141,Toronto Blue Jays,6,147,New York Yankees,1,0,7,-5
718489,2023,2023-04-21,2023-04-21,R,117,Houston Astros,6,144,Atlanta Braves,4,0,10,-2
718490,2023,2023-04-21,2023-04-21,R,133,Athletics,5,140,Texas Rangers,4,0,9,-1
718491,2023,2023-04-21,2023-04-21,R,119,Los Angeles Dodgers,0,112,Chicago Cubs,13,1,13,13
718492,2023,2023-04-21,2023-04-21,R,113,Cincinnati Reds,2,134,Pittsburgh Pirates,4,1,6,2
718493,2023,2023-04-21,2023-04-21,R,115,Colorado Rockies,3,143,Philadelphia Phillies,4,1,7,1
718495,2023,2023-04-21,2023-04-21,R,116,Detroit Tigers,1,110,Baltimore Orioles,2,1,3,1
718464,2023,2023-04-22,2023-04-22,R,138,St. Louis Cardinals,4,136,Seattle Mariners,5,1,9,1
718466,2023,2023-04-22,2023-04-22,R,118,Kansas City Royals,11,108,Los Angeles Angels,8,0,19,-3
718467,2023,2023-04-22,2023-04-22,R,135,San Diego Padres,5,109,Arizona Diamondbacks,3,0,8,-2
718468,2023,2023-04-22,2023-04-22,R,120,Washington Nationals,10,142,Minnesota Twins,4,0,14,-6
718469,2023,2023-04-22,2023-04-22,R,133,Athletics,3,140,Texas Rangers,18,1,21,15
718470,2023,2023-04-22,2023-04-22,R,111,Boston Red Sox,4,158,Milwaukee Brewers,5,1,9,1
718471,2023,2023-04-22,2023-04-22,R,117,Houston Astros,6,144,Atlanta Braves,3,0,9,-3
718472,2023,2023-04-22,2023-04-22,R,116,Detroit Tigers,1,110,Baltimore Orioles,5,1,6,4
718473,2023,2023-04-22,2023-04-22,R,146,Miami Marlins,6,114,Cleveland Guardians,1,0,7,-5
718474,2023,2023-04-22,2023-04-22,R,113,Cincinnati Reds,1,134,Pittsburgh Pirates,2,1,3,1
718475,2023,2023-04-22,2023-04-22,R,115,Colorado Rockies,3,143,Philadelphia Phillies,4,1,7,1
718476,2023,2023-04-22,2023-04-22,R,141,Toronto Blue Jays,2,147,New York Yankees,3,1,5,1
718477,2023,2023-04-22,2023-04-22,R,145,Chicago White Sox,3,139,Tampa Bay Rays,4,1,7,1
718478,2023,2023-04-22,2023-04-22,R,121,New York Mets,4,137,San Francisco Giants,7,1,11,3
718479,2023,2023-04-22,2023-04-22,R,119,Los Angeles Dodgers,9,112,Chicago Cubs,4,0,13,-5
718488,2023,2023-04-22,2023-04-22,R,146,Miami Marlins,3,114,Cleveland Guardians,2,0,5,-1
718450,2023,2023-04-23,2023-04-23,R,138,St. Louis Cardinals,7,136,Seattle Mariners,3,0,10,-4
718451,2023,2023-04-23,2023-04-23,R,119,Los Angeles Dodgers,7,112,Chicago Cubs,3,0,10,-4
718452,2023,2023-04-23,2023-04-23,R,118,Kansas City Royals,3,108,Los Angeles Angels,4,1,7,1
718453,2023,2023-04-23,2023-04-23,R,133,Athletics,2,140,Texas Rangers,5,1,7,3
718454,2023,2023-04-23,2023-04-23,R,120,Washington Nationals,1,142,Minnesota Twins,3,1,4,2
718455,2023,2023-04-23,2023-04-23,R,121,New York Mets,4,137,San Francisco Giants,5,1,9,1
718456,2023,2023-04-23,2023-04-23,R,135,San Diego Padres,7,109,Arizona Diamondbacks,5,0,12,-2
718457,2023,2023-04-23,2023-04-23,R,145,Chicago White Sox,1,139,Tampa Bay Rays,4,1,5,3
718458,2023,2023-04-23,2023-04-23,R,115,Colorado Rockies,3,143,Philadelphia Phillies,9,1,12,6
718459,2023,2023-04-23,2023-04-23,R,116,Detroit Tigers,1,110,Baltimore Orioles,2,1,3,1
718460,2023,2023-04-23,2023-04-23,R,146,Miami Marlins,4,114,Cleveland Guardians,7,1,11,3
718461,2023,2023-04-23,2023-04-23,R,111,Boston Red Sox,12,158,Milwaukee Brewers,5,0,17,-7
718462,2023,2023-04-23,2023-04-23,R,117,Houston Astros,5,144,Atlanta Braves,2,0,7,-3
718463,2023,2023-04-23,2023-04-23,R,113,Cincinnati Reds,0,134,Pittsburgh Pirates,2,1,2,2
718465,2023,2023-04-23,2023-04-23,R,141,Toronto Blue Jays,5,147,New York Yankees,1,0,6,-4
718437,2023,2023-04-24,2023-04-24,R,133,Athletics,11,108,Los Angeles Angels,10,0,21,-1
718438,2023,2023-04-24,2023-04-24,R,118,Kansas City Royals,4,109,Arizona Diamondbacks,5,1,9,1
718441,2023,2023-04-24,2023-04-24,R,116,Detroit Tigers,4,158,Milwaukee Brewers,2,0,6,-2
718442,2023,2023-04-24,2023-04-24,R,147,New York Yankees,1,142,Minnesota Twins,6,1,7,5
718443,2023,2023-04-24,2023-04-24,R,146,Miami Marlins,0,144,Atlanta Braves,11,1,11,11
718444,2023,2023-04-24,2023-04-24,R,145,Chicago White Sox,2,141,Toronto Blue Jays,5,1,7,3
718445,2023,2023-04-24,2023-04-24,R,140,Texas Rangers,6,113,Cincinnati Reds,7,1,13,1
718446,2023,2023-04-24,2023-04-24,R,138,St. Louis Cardinals,0,137,San Francisco Giants,4,1,4,4
718447,2023,2023-04-24,2023-04-24,R,111,Boston Red Sox,4,110,Baltimore Orioles,5,1,9,1
718448,2023,2023-04-24,2023-04-24,R,115,Colorado Rockies,6,114,Cleveland Guardians,0,0,6,-6
718449,2023,2023-04-24,2023-04-24,R,117,Houston Astros,3,139,Tampa Bay Rays,8,1,11,5
718422,2023,2023-04-25,2023-04-25,R,118,Kansas City Royals,5,109,Arizona Diamondbacks,4,0,9,-1
718425,2023,2023-04-25,2023-04-25,R,133,Athletics,3,108,Los Angeles Angels,5,1,8,2
718426,2023,2023-04-25,2023-04-25,R,135,San Diego Padres,0,112,Chicago Cubs,6,1,6,6
718427,2023,2023-04-25,2023-04-25,R,147,New York Yankees,2,142,Minnesota Twins,6,1,8,4
718428,2023,2023-04-25,2023-04-25,R,116,Detroit Tigers,4,158,Milwaukee Brewers,3,0,7,-1
718429,2023,2023-04-25,2023-04-25,R,146,Miami Marlins,4,144,Atlanta Braves,7,1,11,3
718430,2023,2023-04-25,2023-04-25,R,136,Seattle Mariners,5,143,Philadelphia Phillies,3,0,8,-2
718431,2023,2023-04-25,2023-04-25,R,120,Washington Nationals,5,121,New York Mets,0,0,5,-5
718432,2023,2023-04-25,2023-04-25,R,119,Los Angeles Dodgers,8,134,Pittsburgh Pirates,7,0,15,-1
718433,2023,2023-04-25,2023-04-25,R,145,Chicago White Sox,0,141,Toronto Blue Jays,7,1,7,7
718434,2023,2023-04-25,2023-04-25,R,140,Texas Rangers,6,113,Cincinnati Reds,7,1,13,1
718435,2023,2023-04-25,2023-04-25,R,111,Boston Red Sox,8,110,Baltimore Orioles,6,0,14,-2
718436,2023,2023-04-25,2023-04-25,R,117,Houston Astros,5,139,Tampa Bay Rays,0,0,5,-5
718439,2023,2023-04-25,2023-04-25,R,138,St. Louis Cardinals,4,137,San Francisco Giants,5,1,9,1
718440,2023,2023-04-25,2023-04-25,R,115,Colorado Rockies,5,114,Cleveland Guardians,1,0,6,-4
718407,2023,2023-04-26,2023-04-26,R,135,San Diego Padres,5,112,Chicago Cubs,3,0,8,-2
718408,2023,2023-04-26,2023-04-26,R,133,Athletics,3,108,Los Angeles Angels,11,1,14,8
718411,2023,2023-04-26,2023-04-26,R,146,Miami Marlins,4,144,Atlanta Braves,6,1,10,2
718412,2023,2023-04-26,2023-04-26,R,120,Washington Nationals,4,121,New York Mets,1,0,5,-3
718413,2023,2023-04-26,2023-04-26,R,119,Los Angeles Dodgers,1,134,Pittsburgh Pirates,8,1,9,7
718414,2023,2023-04-26,2023-04-26,R,117,Houston Astros,1,139,Tampa Bay Rays,0,0,1,-1
718415,2023,2023-04-26,2023-04-26,R,136,Seattle Mariners,5,143,Philadelphia Phillies,6,1,11,1
718416,2023,2023-04-26,2023-04-26,R,111,Boston Red Sox,2,110,Baltimore Orioles,6,1,8,4
718417,2023,2023-04-26,2023-04-26,R,147,New York Yankees,12,142,Minnesota Twins,6,0,18,-6
718418,2023,2023-04-26,2023-04-26,R,118,Kansas City Royals,0,109,Arizona Diamondbacks,2,1,2,2
718419,2023,2023-04-26,2023-04-26,R,116,Detroit Tigers,2,158,Milwaukee Brewers,6,1,8,4
718420,2023,2023-04-26,2023-04-26,R,145,Chicago White Sox,0,141,Toronto Blue Jays,8,1,8,8
718421,2023,2023-04-26,2023-04-26,R,115,Colorado Rockies,1,114,Cleveland Guardians,4,1,5,3
718423,2023,2023-04-26,2023-04-26,R,138,St. Louis Cardinals,3,137,San Francisco Giants,7,1,10,4
718424,2023,2023-04-26,2023-04-26,R,140,Texas Rangers,3,113,Cincinnati Reds,5,1,8,2
718396,2023,2023-04-27,2023-04-27,R,139,Tampa Bay Rays,14,145,Chicago White Sox,5,0,19,-9
718397,2023,2023-04-27,2023-04-27,R,147,New York Yankees,4,140,Texas Rangers,2,0,6,-2
718398,2023,2023-04-27,2023-04-27,R,120,Washington Nationals,8,121,New York Mets,9,1,17,1
718400,2023,2023-04-27,2023-04-27,R,118,Kansas City Royals,1,142,Minnesota Twins,7,1,8,6
718402,2023,2023-04-27,2023-04-27,R,133,Athletics,7,108,Los Angeles Angels,8,1,15,1
718403,2023,2023-04-27,2023-04-27,R,119,Los Angeles Dodgers,2,134,Pittsburgh Pirates,6,1,8,4
718404,2023,2023-04-27,2023-04-27,R,136,Seattle Mariners,0,143,Philadelphia Phillies,1,1,1,1
718405,2023,2023-04-27,2023-04-27,R,110,Baltimore Orioles,7,116,Detroit Tigers,4,0,11,-3
718406,2023,2023-04-27,2023-04-27,R,135,San Diego Padres,2,112,Chicago Cubs,5,1,7,3
718409,2023,2023-04-27,2023-04-27,R,138,St. Louis Cardinals,6,137,San Francisco Giants,0,0,6,-6
718410,2023,2023-04-27,2023-04-27,R,146,Miami Marlins,5,144,Atlanta Braves,4,0,9,-1
718380,2023,2023-04-28,2023-04-28,R,113,Cincinnati Reds,11,133,Athletics,7,0,18,-4
718382,2023,2023-04-28,2023-04-28,R,138,St. Louis Cardinals,3,119,Los Angeles Dodgers,7,1,10,4
718386,2023,2023-04-28,2023-04-28,R,108,Los Angeles Angels,1,158,Milwaukee Brewers,2,1,3,1
718387,2023,2023-04-28,2023-04-28,R,118,Kansas City Royals,6,142,Minnesota Twins,8,1,14,2
718388,2023,2023-04-28,2023-04-28,R,147,New York Yankees,2,140,Texas Rangers,5,1,7,3
718389,2023,2023-04-28,2023-04-28,R,143,Philadelphia Phillies,3,117,Houston Astros,1,0,4,-2
718390,2023,2023-04-28,2023-04-28,R,109,Arizona Diamondbacks,9,115,Colorado Rockies,1,0,10,-8
718391,2023,2023-04-28,2023-04-28,R,112,Chicago Cubs,2,146,Miami Marlins,3,1,5,1
718392,2023,2023-04-28,2023-04-28,R,136,Seattle Mariners,2,141,Toronto Blue Jays,3,1,5,1
718393,2023,2023-04-28,2023-04-28,R,139,Tampa Bay Rays,3,145,Chicago White Sox,2,0,5,-1
718394,2023,2023-04-28,2023-04-28,R,144,Atlanta Braves,4,121,New York Mets,0,0,4,-4
718395,2023,2023-04-28,2023-04-28,R,114,Cleveland Guardians,5,111,Boston Red Sox,2,0,7,-3
718366,2023,2023-04-29,2023-04-29,R,109,Arizona Diamondbacks,11,115,Colorado Rockies,4,0,15,-7
718369,2023,2023-04-29,2023-04-29,R,138,St. Louis Cardinals,0,119,Los Angeles Dodgers,1,1,1,1
718372,2023,2023-04-29,2023-04-29,R,143,Philadelphia Phillies,6,117,Houston Astros,1,0,7,-5
718373,2023,2023-04-29,2023-04-29,R,139,Tampa Bay Rays,12,145,Chicago White Sox,3,0,15,-9
718374,2023,2023-04-29,2023-04-29,R,147,New York Yankees,0,140,Texas Rangers,2,1,2,2
718375,2023,2023-04-29,2023-04-29,R,112,Chicago Cubs,6,146,Miami Marlins,7,1,13,1
718376,2023,2023-04-29,2023-04-29,R,108,Los Angeles Angels,5,158,Milwaukee Brewers,7,1,12,2
718377,2023,2023-04-29,2023-04-29,R,113,Cincinnati Reds,3,133,Athletics,2,0,5,-1
718378,2023,2023-04-29,2023-04-29,R,118,Kansas City Royals,3,142,Minnesota Twins,2,0,5,-1
718379,2023,2023-04-29,2023-04-29,R,136,Seattle Mariners,0,141,Toronto Blue Jays,1,1,1,1
718381,2023,2023-04-29,2023-04-29,R,110,Baltimore Orioles,4,116,Detroit Tigers,7,1,11,3
718383,2023,2023-04-29,2023-04-29,R,134,Pittsburgh Pirates,6,120,Washington Nationals,3,0,9,-3
718384,2023,2023-04-29,2023-04-29,R,137,San Francisco Giants,11,135,San Diego Padres,16,1,27,5
718385,2023,2023-04-29,2023-04-29,R,114,Cleveland Guardians,7,111,Boston Red Sox,8,1,15,1
718399,2023,2023-04-29,2023-04-29,R,134,Pittsburgh Pirates,16,120,Washington Nationals,1,0,17,-15
718401,2023,2023-04-29,2023-04-29,R,110,Baltimore Orioles,6,116,Detroit Tigers,4,0,10,-2
718354,2023,2023-04-30,2023-04-30,R,143,Philadelphia Phillies,3,117,Houston Astros,4,1,7,1
718355,2023,2023-04-30,2023-04-30,R,139,Tampa Bay Rays,9,145,Chicago White Sox,12,1,21,3
718356,2023,2023-04-30,2023-04-30,R,147,New York Yankees,2,140,Texas Rangers,15,1,17,13
718357,2023,2023-04-30,2023-04-30,R,113,Cincinnati Reds,4,133,Athletics,5,1,9,1
718358,2023,2023-04-30,2023-04-30,R,109,Arizona Diamondbacks,4,115,Colorado Rockies,12,1,16,8
718359,2023,2023-04-30,2023-04-30,R,138,St. Louis Cardinals,3,119,Los Angeles Dodgers,6,1,9,3
718360,2023,2023-04-30,2023-04-30,R,110,Baltimore Orioles,5,116,Detroit Tigers,3,0,8,-2
718362,2023,2023-04-30,2023-04-30,R,118,Kansas City Royals,4,142,Minnesota Twins,8,1,12,4
718363,2023,2023-04-30,2023-04-30,R,136,Seattle Mariners,10,141,Toronto Blue Jays,8,0,18,-2
718364,2023,2023-04-30,2023-04-30,R,112,Chicago Cubs,3,146,Miami Marlins,4,1,7,1
718365,2023,2023-04-30,2023-04-30,R,108,Los Angeles Angels,3,158,Milwaukee Brewers,0,0,3,-3
718367,2023,2023-04-30,2023-04-30,R,134,Pittsburgh Pirates,2,120,Washington Nationals,7,1,9,5
718368,2023,2023-04-30,2023-04-30,R,137,San Francisco Giants,4,135,San Diego Padres,6,1,10,2
718370,2023,2023-04-30,2023-04-30,R,114,Cleveland Guardians,1,111,Boston Red Sox,7,1,8,6
718343,2023,2023-05-01,2023-05-01,R,143,Philadelphia Phillies,4,119,Los Angeles Dodgers,13,1,17,9
718345,2023,2023-05-01,2023-05-01,R,113,Cincinnati Reds,3,135,San Diego Padres,8,1,11,5
718349,2023,2023-05-01,2023-05-01,R,112,Chicago Cubs,5,120,Washington Nationals,1,0,6,-4
718350,2023,2023-05-01,2023-05-01,R,137,San Francisco Giants,3,117,Houston Astros,7,1,10,4
718351,2023,2023-05-01,2023-05-01,R,114,Cleveland Guardians,3,147,New York Yankees,2,0,5,-1
718352,2023,2023-05-01,2023-05-01,R,144,Atlanta Braves,9,121,New York Mets,8,0,17,-1
718353,2023,2023-05-01,2023-05-01,R,141,Toronto Blue Jays,5,111,Boston Red Sox,6,1,11,1
718361,2023,2023-05-01,2023-05-01,R,144,Atlanta Braves,3,121,New York Mets,5,1,8,2
718331,2023,2023-05-02,2023-05-02,R,143,Philadelphia Phillies,1,119,Los Angeles Dodgers,13,1,14,12
718332,2023,2023-05-02,2023-05-02,R,136,Seattle Mariners,2,133,Athletics,1,0,3,-1
718334,2023,2023-05-02,2023-05-02,R,158,Milwaukee Brewers,2,115,Colorado Rockies,3,1,5,1
718335,2023,2023-05-02,2023-05-02,R,113,Cincinnati Reds,2,135,San Diego Padres,1,0,3,-1
718336,2023,2023-05-02,2023-05-02,R,110,Baltimore Orioles,11,118,Kansas City Royals,7,0,18,-4
718337,2023,2023-05-02,2023-05-02,R,137,San Francisco Giants,2,117,Houston Astros,0,0,2,-2
718338,2023,2023-05-02,2023-05-02,R,108,Los Angeles Angels,5,138,St. Louis Cardinals,1,0,6,-4
718339,2023,2023-05-02,2023-05-02,R,114,Cleveland Guardians,2,147,New York Yankees,4,1,6,2
718340,2023,2023-05-02,2023-05-02,R,142,Minnesota Twins,2,145,Chicago White Sox,3,1,5,1
718341,2023,2023-05-02,2023-05-02,R,141,Toronto Blue Jays,6,111,Boston Red Sox,7,1,13,1
718342,2023,2023-05-02,2023-05-02,R,109,Arizona Diamondbacks,4,140,Texas Rangers,6,1,10,2
718344,2023,2023-05-02,2023-05-02,R,112,Chicago Cubs,1,120,Washington Nationals,4,1,5,3
718346,2023,2023-05-02,2023-05-02,R,144,Atlanta Braves,6,146,Miami Marlins,0,0,6,-6
718347,2023,2023-05-02,2023-05-02,R,134,Pittsburgh Pirates,1,139,Tampa Bay Rays,4,1,5,3
718314,2023,2023-05-03,2023-05-03,R,110,Baltimore Orioles,0,118,Kansas City Royals,6,1,6,6
718315,2023,2023-05-03,2023-05-03,R,158,Milwaukee Brewers,1,115,Colorado Rockies,7,1,8,6
718319,2023,2023-05-03,2023-05-03,R,136,Seattle Mariners,7,133,Athletics,2,0,9,-5
718320,2023,2023-05-03,2023-05-03,R,108,Los Angeles Angels,6,138,St. Louis Cardinals,4,0,10,-2
718321,2023,2023-05-03,2023-05-03,R,144,Atlanta Braves,14,146,Miami Marlins,6,0,20,-8
718322,2023,2023-05-03,2023-05-03,R,142,Minnesota Twins,4,145,Chicago White Sox,6,1,10,2
718323,2023,2023-05-03,2023-05-03,R,141,Toronto Blue Jays,3,111,Boston Red Sox,8,1,11,5
718324,2023,2023-05-03,2023-05-03,R,114,Cleveland Guardians,3,147,New York Yankees,4,1,7,1
718325,2023,2023-05-03,2023-05-03,R,109,Arizona Diamondbacks,12,140,Texas Rangers,7,0,19,-5
718326,2023,2023-05-03,2023-05-03,R,137,San Francisco Giants,4,117,Houston Astros,2,0,6,-2
718327,2023,2023-05-03,2023-05-03,R,143,Philadelphia Phillies,6,119,Los Angeles Dodgers,10,1,16,4
718328,2023,2023-05-03,2023-05-03,R,134,Pittsburgh Pirates,1,139,Tampa Bay Rays,8,1,9,7
718329,2023,2023-05-03,2023-05-03,R,121,New York Mets,1,116,Detroit Tigers,8,1,9,7
718330,2023,2023-05-03,2023-05-03,R,113,Cincinnati Reds,1,135,San Diego Padres,7,1,8,6
718333,2023,2023-05-03,2023-05-03,R,112,Chicago Cubs,1,120,Washington Nationals,2,1,3,1
718348,2023,2023-05-03,2023-05-03,R,121,New York Mets,5,116,Detroit Tigers,6,1,11,1
718304,2023,2023-05-04,2023-05-04,R,136,Seattle Mariners,5,133,Athletics,3,0,8,-2
718308,2023,2023-05-04,2023-05-04,R,144,Atlanta Braves,6,146,Miami Marlins,3,0,9,-3
718309,2023,2023-05-04,2023-05-04,R,134,Pittsburgh Pirates,2,139,Tampa Bay Rays,3,1,5,1
718310,2023,2023-05-04,2023-05-04,R,142,Minnesota Twins,7,145,Chicago White Sox,3,0,10,-4
718311,2023,2023-05-04,2023-05-04,R,108,Los Angeles Angels,11,138,St. Louis Cardinals,7,0,18,-4
718312,2023,2023-05-04,2023-05-04,R,110,Baltimore Orioles,13,118,Kansas City Royals,10,0,23,-3
718313,2023,2023-05-04,2023-05-04,R,158,Milwaukee Brewers,6,115,Colorado Rockies,9,1,15,3
718316,2023,2023-05-04,2023-05-04,R,141,Toronto Blue Jays,5,111,Boston Red Sox,11,1,16,6
718317,2023,2023-05-04,2023-05-04,R,112,Chicago Cubs,3,120,Washington Nationals,4,1,7,1
718318,2023,2023-05-04,2023-05-04,R,121,New York Mets,0,116,Detroit Tigers,2,1,2,2
718292,2023,2023-05-05,2023-05-05,R,116,Detroit Tigers,5,138,St. Louis Cardinals,4,0,9,-1
718293,2023,2023-05-05,2023-05-05,R,158,Milwaukee Brewers,4,137,San Francisco Giants,6,1,10,2
718294,2023,2023-05-05,2023-05-05,R,140,Texas Rangers,4,108,Los Angeles Angels,5,1,9,1
718295,2023,2023-05-05,2023-05-05,R,119,Los Angeles Dodgers,2,135,San Diego Padres,5,1,7,3
718296,2023,2023-05-05,2023-05-05,R,120,Washington Nationals,1,109,Arizona Diamondbacks,3,1,4,2
718297,2023,2023-05-05,2023-05-05,R,117,Houston Astros,6,136,Seattle Mariners,4,0,10,-2
718298,2023,2023-05-05,2023-05-05,R,110,Baltimore Orioles,9,144,Atlanta Braves,4,0,13,-5
718299,2023,2023-05-05,2023-05-05,R,133,Athletics,12,118,Kansas City Royals,8,0,20,-4
718300,2023,2023-05-05,2023-05-05,R,147,New York Yankees,4,139,Tampa Bay Rays,5,1,9,1
718301,2023,2023-05-05,2023-05-05,R,111,Boston Red Sox,5,143,Philadelphia Phillies,3,0,8,-2
718302,2023,2023-05-05,2023-05-05,R,115,Colorado Rockies,0,121,New York Mets,1,1,1,1
718303,2023,2023-05-05,2023-05-05,R,146,Miami Marlins,1,112,Chicago Cubs,4,1,5,3
718305,2023,2023-05-05,2023-05-05,R,145,Chicago White Sox,5,113,Cincinnati Reds,4,0,9,-1
718306,2023,2023-05-05,2023-05-05,R,142,Minnesota Twins,2,114,Cleveland Guardians,0,0,2,-2
718307,2023,2023-05-05,2023-05-05,R,141,Toronto Blue Jays,4,134,Pittsburgh Pirates,0,0,4,-4
718274,2023,2023-05-06,2023-05-06,R,117,Houston Astros,5,136,Seattle Mariners,7,1,12,2
718275,2023,2023-05-06,2023-05-06,R,140,Texas Rangers,10,108,Los Angeles Angels,1,0,11,-9
718279,2023,2023-05-06,2023-05-06,R,119,Los Angeles Dodgers,2,135,San Diego Padres,1,0,3,-1
718280,2023,2023-05-06,2023-05-06,R,133,Athletics,5,118,Kansas City Royals,4,0,9,-1
718281,2023,2023-05-06,2023-05-06,R,145,Chicago White Sox,3,113,Cincinnati Reds,5,1,8,2
718282,2023,2023-05-06,2023-05-06,R,120,Washington Nationals,7,109,Arizona Diamondbacks,8,1,15,1
718283,2023,2023-05-06,2023-05-06,R,110,Baltimore Orioles,4,144,Atlanta Braves,5,1,9,1
718284,2023,2023-05-06,2023-05-06,R,111,Boston Red Sox,7,143,Philadelphia Phillies,4,0,11,-3
718285,2023,2023-05-06,2023-05-06,R,142,Minnesota Twins,3,114,Cleveland Guardians,4,1,7,1
718286,2023,2023-05-06,2023-05-06,R,141,Toronto Blue Jays,8,134,Pittsburgh Pirates,2,0,10,-6
718287,2023,2023-05-06,2023-05-06,R,158,Milwaukee Brewers,1,137,San Francisco Giants,4,1,5,3
718288,2023,2023-05-06,2023-05-06,R,116,Detroit Tigers,6,138,St. Louis Cardinals,5,0,11,-1
718289,2023,2023-05-06,2023-05-06,R,146,Miami Marlins,2,112,Chicago Cubs,4,1,6,2
718290,2023,2023-05-06,2023-05-06,R,115,Colorado Rockies,5,121,New York Mets,2,0,7,-3
